Layer,dense_20
Weights
-0.07277495,0.008222386,-0.044466868
-0.056881543,-0.08124714,-0.01008033
-0.06272214,-0.05044355,-0.039238386
-0.049112394,-0.051819,0.008340925
-0.054189675,-0.08538512,0.029098332
0.0026363656,-0.026030459,-0.06559666
0.02123896,0.073677056,-0.083096884
0.052954488,0.042678826,-0.044688802
0.028169207,-0.013908125,-0.023600765
-0.06271775,0.034515485,-0.045291428
0.021887943,-0.08671632,0.066279806
0.06781348,0.06276692,0.007580854
0.1834082,0.24341951,0.3184931
0.25540417,-0.06550447,0.18785566
0.13318056,-0.2895684,0.34342098
0.088166796,-0.30304977,0.20860411
0.07690247,-0.0629527,0.029324077
-0.047571693,-0.031011418,0.05141417
-0.042780336,-0.064913325,-0.059298806
-0.08337756,0.07435977,-0.08445146
0.0073703676,-0.0052175075,0.026171729
-0.024033144,0.0075323284,-0.07447822
-0.0071581155,0.011577398,-0.07532355
0.065006904,-0.0296572,0.015156239
-0.06180286,-0.057008613,0.0014766678
-0.050760847,0.042566203,-0.008065239
0.062099256,-0.012219198,-0.037798483
-0.016921021,-0.030278102,0.0839457
0.061658494,0.010843895,0.041232638
0.06482539,0.031650096,-0.051774014
-0.058885872,-0.022125535,-0.061539248
0.0115427375,-0.069993146,-0.02280631
0.09700562,0.08059739,-0.106708005
0.21655983,-0.055945504,-0.22368856
0.5239761,-0.48502818,0.10175253
0.81345844,-0.5576159,0.07621856
0.65132457,-0.057068016,0.055582
0.7665921,0.18383811,0.14699963
1.1095972,0.22319146,0.021007221
0.15313567,0.0059386427,0.44255152
0.21089505,-0.089987054,0.4636012
0.50399345,0.030414885,0.35829467
0.2319998,-0.16415125,0.12889299
0.21231487,-0.56626284,0.31598932
0.32255197,-0.83068365,0.5369929
0.27542022,-0.16463247,0.4141335
1.2295927,0.12285567,0.028245926
0.665877,-0.13714577,0.11605504
0.6014599,-0.10966019,-0.005521254
0.6371411,0.113167934,-0.12597242
0.4564262,-0.35536626,0.018892702
0.2339964,-0.22937874,0.11926724
0.044411175,0.0037946105,0.034004457
0.07146432,-0.00835377,0.07467138
0.035599634,0.019706398,-0.034529325
0.014865272,0.014405079,0.021245353
-0.08096084,-0.06901612,-0.05790258
0.08337525,0.0059560686,0.008796141
0.2998491,-0.3169184,0.21381594
-0.01872063,-0.2858819,0.20743097
0.3004343,-0.19600281,0.24978364
0.6811668,-0.0029441544,-0.118574016
1.0031458,0.14542551,-0.37844056
1.2538817,-0.116582766,-0.055132348
1.6782156,-0.015208521,-0.15558414
1.9695901,0.1588746,-0.6281091
2.1228347,0.18295147,-0.56790465
2.0829985,-0.008042412,0.11896025
1.8787585,0.13043512,-0.107361756
1.9656659,0.2069564,-0.31024256
1.951209,0.023098774,-0.30960047
1.8677263,-0.22440808,-0.20858057
1.4888213,-0.06874893,-0.22953267
1.442958,0.050421655,0.10770949
1.2982814,0.305017,0.024770303
1.4713322,0.43782517,-0.13892011
1.5923988,0.3319877,-0.1354974
1.3478358,0.34064296,-0.06080856
1.1552504,0.28560725,-0.2848581
1.082968,-0.001051862,-0.020458952
0.7275992,-0.14432643,-0.082673065
0.52931577,-0.089659214,0.18598321
0.02343887,0.06841364,0.07184022
0.07955899,0.08295389,0.047063686
0.07411564,0.026374757,0.046901353
0.00029677153,-0.076430395,-0.034762897
0.026650662,-0.41926065,0.31803024
0.06216531,-0.4402196,0.36487195
0.15389621,-0.3289413,0.24989063
0.097259164,-0.2725539,0.10226901
0.4088412,0.08002412,-0.22610664
0.6531796,-0.028938718,-0.10780741
0.33237532,0.16009915,-0.01855827
0.6775157,0.24999665,-0.24865939
0.5362174,0.026447287,0.028998729
0.423594,0.30419248,0.28203806
0.24157457,0.19574834,0.49951333
0.3397853,-0.03520958,0.36256525
0.28784624,0.100731365,0.12506013
0.28000402,0.009675974,0.056764364
0.44372576,0.11716059,-0.047056127
0.58965725,0.26906058,-0.089573056
0.75273615,0.20242254,-0.13815558
0.6457099,0.25027722,-0.27594557
0.6534323,0.20246896,-0.18400306
0.7058856,0.11194459,-0.18762709
0.57600594,0.06819599,-0.43706095
0.54932064,-0.01974175,-0.06365321
0.58965176,-0.021318858,-0.07578791
0.094267555,0.2925286,-0.25121477
0.11425563,0.20363954,0.03888257
-0.022455141,-0.012666546,0.017781861
-0.07267315,0.08541874,0.02100154
-0.13490021,0.007503599,0.29883713
-0.27287716,-0.2579264,0.3753048
-0.36408877,-0.07610486,0.6060008
-0.122422956,0.18922916,-0.23167866
-0.11897207,-0.15460122,0.07141058
0.08249707,-0.11157172,0.40469933
0.016935846,0.15166263,0.25576034
0.1119361,-0.047133196,0.22651769
0.13301523,0.04411706,0.3592823
0.22127526,-0.0594916,0.5836349
0.053914133,0.16823335,0.60709894
0.28543118,0.0922754,0.60233164
0.35846555,0.13515404,0.53607494
0.28062364,0.026282175,0.44863766
0.08273388,-0.058299795,0.4402431
0.12143999,0.014369338,0.165934
0.0023069503,-0.0028403308,0.015295088
-0.124068715,-0.051656615,0.19395235
-0.15215689,-0.015966136,-0.14002895
0.06310041,-0.07734992,-0.16619423
-0.14869916,-0.055306286,-0.25237444
-0.27950603,-0.025951106,-0.36572835
-0.17521852,0.098893985,-0.48505643
-0.5705234,0.20172332,-0.16230732
-0.4891244,-0.13144478,0.033275392
0.1270072,-0.53217226,0.3488947
0.38906837,-0.030318085,-0.19480047
-0.02300901,0.05711726,-0.03996323
0.071260534,0.054051034,-0.03358009
0.7057333,-0.7314421,0.23382522
-0.32554308,-0.34666687,0.5046927
-0.05610272,-0.29856902,-0.12837307
-0.17656657,-0.19030571,0.08779029
-0.09821493,-0.098281324,0.114279084
-0.06066604,-0.06677822,0.32566932
0.06426533,0.022980383,0.23038003
0.030892821,0.07527917,0.16454032
-0.039544187,0.040291946,0.3391303
